canonical_column,source_family_file,column,family,feature,version,segment,missing_rate,non_null_count
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps:night,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps:night,f_steps,fitbit_steps_summary_rapids_mediansumsteps,raw,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps:night,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps:night,f_steps,fitbit_steps_summary_rapids_stdsumsteps,raw,night,1.0,0
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps:night,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps:night,f_steps,fitbit_steps_intraday_rapids_sumsteps,raw,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps:night,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps:night,f_steps,fitbit_steps_intraday_rapids_maxsteps,raw,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_minsteps:night,steps,f_steps:fitbit_steps_intraday_rapids_minsteps:night,f_steps,fitbit_steps_intraday_rapids_minsteps,raw,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_avgsteps:night,steps,f_steps:fitbit_steps_intraday_rapids_avgsteps:night,f_steps,fitbit_steps_intraday_rapids_avgsteps,raw,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_stdsteps:night,steps,f_steps:fitbit_steps_intraday_rapids_stdsteps:night,f_steps,fitbit_steps_intraday_rapids_stdsteps,raw,night,0.384893791201689,42828
steps__f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout:night,f_steps,fitbit_steps_intraday_rapids_countepisodesedentarybout,raw,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:night,f_steps,fitbit_steps_intraday_rapids_sumdurationsedentarybout,raw,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout:night,f_steps,fitbit_steps_intraday_rapids_maxdurationsedentarybout,raw,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout:night,f_steps,fitbit_steps_intraday_rapids_mindurationsedentarybout,raw,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout:night,f_steps,fitbit_steps_intraday_rapids_avgdurationsedentarybout,raw,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout:night,f_steps,fitbit_steps_intraday_rapids_stddurationsedentarybout,raw,night,0.5324084047854999,32557
steps__f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout:night,f_steps,fitbit_steps_intraday_rapids_countepisodeactivebout,raw,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:night,f_steps,fitbit_steps_intraday_rapids_sumdurationactivebout,raw,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout:night,f_steps,fitbit_steps_intraday_rapids_maxdurationactivebout,raw,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_mindurationactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationactivebout:night,f_steps,fitbit_steps_intraday_rapids_mindurationactivebout,raw,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout:night,f_steps,fitbit_steps_intraday_rapids_avgdurationactivebout,raw,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_stddurationactivebout:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationactivebout:night,f_steps,fitbit_steps_intraday_rapids_stddurationactivebout,raw,night,0.6023381734097405,27688
steps__f_steps:fitbit_steps_summary_rapids_maxsumsteps_dis:night,steps,f_steps:fitbit_steps_summary_rapids_maxsumsteps_dis:night,f_steps,fitbit_steps_summary_rapids_maxsumsteps,dis,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_minsumsteps_dis:night,steps,f_steps:fitbit_steps_summary_rapids_minsumsteps_dis:night,f_steps,fitbit_steps_summary_rapids_minsumsteps,dis,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_avgsumsteps_dis:night,steps,f_steps:fitbit_steps_summary_rapids_avgsumsteps_dis:night,f_steps,fitbit_steps_summary_rapids_avgsumsteps,dis,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps_dis:night,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps_dis:night,f_steps,fitbit_steps_summary_rapids_mediansumsteps,dis,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps_dis:night,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps_dis:night,f_steps,fitbit_steps_summary_rapids_stdsumsteps,dis,night,1.0,0
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps_dis:night,f_steps,fitbit_steps_intraday_rapids_sumsteps,dis,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps_dis:night,f_steps,fitbit_steps_intraday_rapids_maxsteps,dis,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_minsteps_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_minsteps_dis:night,f_steps,fitbit_steps_intraday_rapids_minsteps,dis,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_avgsteps_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_avgsteps_dis:night,f_steps,fitbit_steps_intraday_rapids_avgsteps,dis,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_stdsteps_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_stdsteps_dis:night,f_steps,fitbit_steps_intraday_rapids_stdsteps,dis,night,0.384893791201689,42828
steps__f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_countepisodesedentarybout,dis,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_sumdurationsedentarybout,dis,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_maxdurationsedentarybout,dis,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_mindurationsedentarybout,dis,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_avgdurationsedentarybout,dis,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_dis:night,f_steps,fitbit_steps_intraday_rapids_stddurationsedentarybout,dis,night,0.5324084047854999,32557
steps__f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_countepisodeactivebout,dis,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_sumdurationactivebout,dis,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_maxdurationactivebout,dis,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_mindurationactivebout,dis,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_avgdurationactivebout,dis,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_dis:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_dis:night,f_steps,fitbit_steps_intraday_rapids_stddurationactivebout,dis,night,0.6023381734097405,27688
steps__f_steps:fitbit_steps_summary_rapids_maxsumsteps_norm:night,steps,f_steps:fitbit_steps_summary_rapids_maxsumsteps_norm:night,f_steps,fitbit_steps_summary_rapids_maxsumsteps,norm,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_minsumsteps_norm:night,steps,f_steps:fitbit_steps_summary_rapids_minsumsteps_norm:night,f_steps,fitbit_steps_summary_rapids_minsumsteps,norm,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_avgsumsteps_norm:night,steps,f_steps:fitbit_steps_summary_rapids_avgsumsteps_norm:night,f_steps,fitbit_steps_summary_rapids_avgsumsteps,norm,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps_norm:night,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps_norm:night,f_steps,fitbit_steps_summary_rapids_mediansumsteps,norm,night,1.0,0
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps_norm:night,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps_norm:night,f_steps,fitbit_steps_summary_rapids_stdsumsteps,norm,night,1.0,0
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps_norm:night,f_steps,fitbit_steps_intraday_rapids_sumsteps,norm,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps_norm:night,f_steps,fitbit_steps_intraday_rapids_maxsteps,norm,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_minsteps_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_minsteps_norm:night,f_steps,fitbit_steps_intraday_rapids_minsteps,norm,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_avgsteps_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_avgsteps_norm:night,f_steps,fitbit_steps_intraday_rapids_avgsteps,norm,night,0.3848363422235627,42832
steps__f_steps:fitbit_steps_intraday_rapids_stdsteps_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_stdsteps_norm:night,f_steps,fitbit_steps_intraday_rapids_stdsteps,norm,night,0.384893791201689,42828
steps__f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_countepisodesedentarybout,norm,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_sumdurationsedentarybout,norm,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_maxdurationsedentarybout,norm,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_mindurationsedentarybout,norm,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_avgdurationsedentarybout,norm,night,0.38487942895715743,42829
steps__f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_norm:night,f_steps,fitbit_steps_intraday_rapids_stddurationsedentarybout,norm,night,0.5324084047854999,32557
steps__f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_countepisodeactivebout,norm,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_sumdurationactivebout,norm,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_maxdurationactivebout,norm,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_mindurationactivebout,norm,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_avgdurationactivebout,norm,night,0.5291338130323007,32785
steps__f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_norm:night,steps,f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_norm:night,f_steps,fitbit_steps_intraday_rapids_stddurationactivebout,norm,night,0.6023381734097405,27688
steps__f_steps:fitbit_steps_summary_rapids_maxsumsteps:weekday,steps,f_steps:fitbit_steps_summary_rapids_maxsumsteps:weekday,f_steps,fitbit_steps_summary_rapids_maxsumsteps,raw,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_minsumsteps:weekday,steps,f_steps:fitbit_steps_summary_rapids_minsumsteps:weekday,f_steps,fitbit_steps_summary_rapids_minsumsteps,raw,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_avgsumsteps:weekday,steps,f_steps:fitbit_steps_summary_rapids_avgsumsteps:weekday,f_steps,fitbit_steps_summary_rapids_avgsumsteps,raw,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps:weekday,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps:weekday,f_steps,fitbit_steps_summary_rapids_mediansumsteps,raw,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps:weekday,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps:weekday,f_steps,fitbit_steps_summary_rapids_stdsumsteps,raw,weekday,0.9088715584471542,6345
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps:weekday,f_steps,fitbit_steps_intraday_rapids_sumsteps,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps:weekday,f_steps,fitbit_steps_intraday_rapids_maxsteps,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_minsteps:weekday,steps,f_steps:fitbit_steps_intraday_rapids_minsteps:weekday,f_steps,fitbit_steps_intraday_rapids_minsteps,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgsteps:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgsteps:weekday,f_steps,fitbit_steps_intraday_rapids_avgsteps,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stdsteps:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stdsteps:weekday,f_steps,fitbit_steps_intraday_rapids_stdsteps,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_countepisodesedentarybout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_sumdurationsedentarybout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_maxdurationsedentarybout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_mindurationsedentarybout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_avgdurationsedentarybout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout:weekday,f_steps,fitbit_steps_intraday_rapids_stddurationsedentarybout,raw,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_countepisodeactivebout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_sumdurationactivebout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_maxdurationactivebout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_mindurationactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_mindurationactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_mindurationactivebout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_avgdurationactivebout,raw,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stddurationactivebout:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stddurationactivebout:weekday,f_steps,fitbit_steps_intraday_rapids_stddurationactivebout,raw,weekday,0.9070619156361757,6471
steps__f_steps:fitbit_steps_summary_rapids_maxsumsteps_dis:weekday,steps,f_steps:fitbit_steps_summary_rapids_maxsumsteps_dis:weekday,f_steps,fitbit_steps_summary_rapids_maxsumsteps,dis,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_minsumsteps_dis:weekday,steps,f_steps:fitbit_steps_summary_rapids_minsumsteps_dis:weekday,f_steps,fitbit_steps_summary_rapids_minsumsteps,dis,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_avgsumsteps_dis:weekday,steps,f_steps:fitbit_steps_summary_rapids_avgsumsteps_dis:weekday,f_steps,fitbit_steps_summary_rapids_avgsumsteps,dis,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps_dis:weekday,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps_dis:weekday,f_steps,fitbit_steps_summary_rapids_mediansumsteps,dis,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps_dis:weekday,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps_dis:weekday,f_steps,fitbit_steps_summary_rapids_stdsumsteps,dis,weekday,0.9088715584471542,6345
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps_dis:weekday,f_steps,fitbit_steps_intraday_rapids_sumsteps,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps_dis:weekday,f_steps,fitbit_steps_intraday_rapids_maxsteps,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_minsteps_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_minsteps_dis:weekday,f_steps,fitbit_steps_intraday_rapids_minsteps,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgsteps_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgsteps_dis:weekday,f_steps,fitbit_steps_intraday_rapids_avgsteps,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stdsteps_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stdsteps_dis:weekday,f_steps,fitbit_steps_intraday_rapids_stdsteps,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_countepisodesedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_countepisodesedentarybout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationsedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_sumdurationsedentarybout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationsedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_maxdurationsedentarybout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_mindurationsedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_mindurationsedentarybout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationsedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_avgdurationsedentarybout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stddurationsedentarybout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_stddurationsedentarybout,dis,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_countepisodeactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_countepisodeactivebout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumdurationactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_sumdurationactivebout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxdurationactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_maxdurationactivebout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_mindurationactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_mindurationactivebout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_avgdurationactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_avgdurationactivebout,dis,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_dis:weekday,steps,f_steps:fitbit_steps_intraday_rapids_stddurationactivebout_dis:weekday,f_steps,fitbit_steps_intraday_rapids_stddurationactivebout,dis,weekday,0.9070619156361757,6471
steps__f_steps:fitbit_steps_summary_rapids_maxsumsteps_norm:weekday,steps,f_steps:fitbit_steps_summary_rapids_maxsumsteps_norm:weekday,f_steps,fitbit_steps_summary_rapids_maxsumsteps,norm,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_minsumsteps_norm:weekday,steps,f_steps:fitbit_steps_summary_rapids_minsumsteps_norm:weekday,f_steps,fitbit_steps_summary_rapids_minsumsteps,norm,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_avgsumsteps_norm:weekday,steps,f_steps:fitbit_steps_summary_rapids_avgsumsteps_norm:weekday,f_steps,fitbit_steps_summary_rapids_avgsumsteps,norm,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_mediansumsteps_norm:weekday,steps,f_steps:fitbit_steps_summary_rapids_mediansumsteps_norm:weekday,f_steps,fitbit_steps_summary_rapids_mediansumsteps,norm,weekday,0.9070188289025809,6474
steps__f_steps:fitbit_steps_summary_rapids_stdsumsteps_norm:weekday,steps,f_steps:fitbit_steps_summary_rapids_stdsumsteps_norm:weekday,f_steps,fitbit_steps_summary_rapids_stdsumsteps,norm,weekday,0.9088715584471542,6345
steps__f_steps:fitbit_steps_intraday_rapids_sumsteps_norm:weekday,steps,f_steps:fitbit_steps_intraday_rapids_sumsteps_norm:weekday,f_steps,fitbit_steps_intraday_rapids_sumsteps,norm,weekday,0.9070044666580493,6475
steps__f_steps:fitbit_steps_intraday_rapids_maxsteps_norm:weekday,steps,f_steps:fitbit_steps_intraday_rapids_maxsteps_norm:weekday,f_steps,fitbit_steps_intraday_rapids_maxsteps,norm,weekday,0.9070044666580493,6475
